Example ID,Target,Features_ 1,Features_ 2,Features_ 3,Features_ 4,Features_ 5,Features_ 6,Features_ 7,Features_ 8,Features_ 9,Features_10,Features_11,Features_12,Features_13,Features_14,Features_15,Features_16,Features_17,Features_18,Features_19,Features_20,Features_21
ID111,43.224495,-0.35521,-0.31759,-0.097744,1.708692,-0.020476,0.03382,0.394632,0.127239,0.004888,-0.100736,-0.000174,-0.004858,-0.003368,-0.218102,11.248301,-0.13785,-0.624035,-2.892792,0.027819,-0.020704,-5.807282
ID112,-6.116674,-0.389306,-0.450976,-0.046891,1.871432,0.71239,-0.444243,0.084924,0.429313,-0.003835,0.474958,0.711392,0.366938,0.720391,-0.560355,0.100947,2.914677,-10.325529,-20.828638,-13.027605,-6.03698,20.141621
ID113,12.380028,-0.149226,-0.169341,0.061494,1.758304,0.316173,0.055191,-0.004069,0.05583,-0.394013,0.496327,1.855458,0.560261,0.17171,-1.504058,-1.499461,0.631976,-0.289028,-2.645772,-0.771293,-0.546761,11.40709
ID114,15.6315,-0.46512,-0.443915,0.040967,1.899754,0.5609,-0.261014,0.041893,-0.503581,0.02777,-0.156078,-0.027411,0.101459,-0.152555,0.379061,6.230708,6.751112,-7.687972,-20.270921,-17.128717,-1.431349,13.545118
ID115,14.95187,0.338893,-0.508504,0.131183,1.099066,0.155736,0.111306,-0.013508,0.298004,0.001466,-0.074599,0.253392,-0.059916,-0.001058,0.0068,-10.498307,0.467075,-3.804226,15.865915,-2.911552,-0.317251,5.481554
ID116,22.427805,-0.101307,-0.269963,-0.210967,1.73326,-0.056887,-0.040596,0.317914,2.247684,0.545839,0.49664,-2.637592,-0.000093,0.184696,-2.197832,5.129838,-3.517156,7.531169,-9.076236,0.58857,3.63044,-0.430792
ID117,15.359648,-0.224394,-0.339424,-0.239462,1.734705,-0.02123,-0.049035,0.340162,-1.66852,-0.540077,-0.195744,1.681334,0.139246,-0.288204,1.410812,4.099182,0.666369,5.438688,-3.32356,1.858933,2.816868,-0.214122
ID118,18.078171,0.436565,-0.479036,0.143655,1.078238,0.176691,0.11284,-0.043428,0.66814,-0.391813,0.40335,-2.700848,0.104985,0.181734,-1.208981,-10.834924,2.471509,-3.414857,15.491788,-2.135873,-1.73878,8.996717
ID119,10.194457,-0.177899,-0.318595,-0.228309,1.850661,-0.00992,-0.041363,0.432224,-0.018531,-0.001349,-0.056442,0.030166,-0.001876,-0.027079,0.043174,0.910393,0.147463,0.938608,-5.02676,0.114495,0.597392,-2.874622
ID120,10.330383,-0.15506,-0.373102,-0.204056,1.763576,0.01182,-0.058241,0.338628,-1.775453,-0.474826,-0.623758,2.187438,0.003397,-0.666389,1.790009,4.229122,-1.446581,4.914852,-9.811733,-0.08201,0.916111,-1.439012
ID121,-70.409714,0.330945,-0.273356,0.039198,1.495347,-0.044666,0.091359,0.150669,-1.669612,0.141771,0.090541,1.440949,0.003273,0.144484,0.928416,-40.830201,9.026401,-11.262398,3.741113,-0.934068,-2.239115,8.593679
ID122,22.29188,0.220602,-0.257202,0.122535,1.383574,0.52534,0.058259,0.180822,0.17202,-0.247123,0.263437,1.506865,0.311187,0.395942,-1.545947,4.487134,1.891761,0.281394,-18.725284,0.527158,-3.571452,14.294827
ID123,17.398539,-0.333236,-0.349668,-0.006125,1.638688,0.377368,-0.185063,0.229085,0.036439,-0.677564,0.638546,1.802614,0.886952,-0.128837,-1.883116,9.316957,4.985626,4.644061,-9.189558,-0.528158,5.612132,2.111279
ID124,23.379288,0.071826,-0.432855,0.089526,1.473796,0.04201,0.102867,0.169848,0.050542,-0.000962,0.045243,0.01494,-0.014798,0.003998,0.019183,-0.495859,-0.034888,-1.266573,-0.315892,0.20771,-0.492036,2.5421
ID125,-5.437044,-0.353594,-0.370057,0.059094,1.759136,0.400302,-0.145937,0.107104,-0.310999,0.474906,-0.360949,-1.197124,-0.735876,-0.189753,1.071555,-0.625012,3.319861,-4.977257,-10.135856,-5.133475,-0.555585,7.328629
ID126,30.039665,0.120835,-0.285388,0.041114,1.411152,0.009966,0.105935,0.073184,-3.204249,0.008797,0.290037,3.023822,-0.412059,0.305443,1.695763,-3.654556,0.16266,6.245772,10.425566,-0.561791,0.600152,12.564371
ID127,9.922605,-0.327141,-0.299339,-0.037761,1.487294,0.295592,-0.1912,0.377151,0.131015,-0.392035,0.07164,1.133058,0.688111,-0.01565,-0.82372,-2.698255,-7.129769,5.997151,15.844431,5.356157,-3.1505,-15.981607
ID128,5.57297,-0.47332,-0.422521,-0.017906,1.758571,0.4118,-0.306277,0.179219,-0.474971,-0.941244,0.990377,2.171887,1.408499,-0.163456,-1.935424,2.65295,2.168315,4.238676,-3.263838,3.724264,5.098573,0.682233
ID129,11.172883,0.176809,-0.404668,0.206761,1.374213,0.521099,0.100454,0.179287,0.036751,0.175965,-0.048048,-0.746198,0.004096,-0.003216,0.822591,0.791831,7.186455,-2.5738,-19.506003,-3.389039,-2.940557,17.632689
ID130,-5.437044,-0.241013,-0.439232,-0.259348,1.89989,0.024198,-0.135726,0.49053,-2.259552,-0.940267,-1.093918,0.91385,-0.419067,-0.935102,1.631312,1.481771,-4.942686,3.009114,-17.154868,-1.062638,0.903886,-8.509793
ID131,16.718908,-0.261388,-0.29692,0.005593,1.51227,0.308316,-0.114482,0.272815,0.307321,0.56962,-0.456416,-1.821333,-0.736807,0.244977,1.31326,-0.528271,-4.85395,2.399395,12.063403,8.395293,-0.439019,-10.817914
ID132,16.718908,0.224082,-0.245964,0.008829,1.344886,0.37696,-0.002474,0.157738,0.16288,-0.081316,0.251628,0.460955,0.3126,-0.008994,-0.305632,0.831076,7.188936,-4.05611,-19.312591,-5.980386,3.21763,20.789613
ID133,6.660378,-0.369396,-0.341594,-0.03952,1.609188,0.328925,-0.211914,0.275116,-0.216855,-0.704287,0.570445,1.870644,0.820379,-0.286676,-1.615922,-0.244105,-2.463093,5.939231,6.750837,5.702915,1.018397,-8.920038
ID134,7.746883,-0.066948,-0.186934,0.046445,1.805742,0.324309,0.03908,-0.057771,-0.118284,0.295795,-0.281107,-1.456435,-0.405058,-0.152561,1.272863,-2.452446,0.02957,-2.557008,-8.390935,0.025597,-1.388928,9.00205
ID135,1.495187,-0.542386,-0.391543,-0.250017,1.871804,-0.06229,-0.043665,0.646267,0.040199,0.00065,-0.002524,0.056704,-0.000585,0.010008,0.083183,0.657368,0.230749,0.857289,-0.797581,0.193563,0.617032,-2.024906
ID136,6.897432,-0.501932,-0.430241,0.012108,1.6879,0.684744,-0.422762,0.288994,0.407211,0.656457,-0.930726,-1.541469,-1.335827,0.300437,1.255038,-1.254476,-4.992943,3.603652,11.418292,10.126541,2.421083,-12.49143
ID137,16.718908,-0.321731,-0.132301,0.016192,1.744575,0.347589,0.009927,0.119447,-0.076962,-0.341024,-0.060892,1.591752,0.362962,-0.025873,-1.576782,-1.092739,-8.322434,6.347519,24.270851,20.654675,1.079875,-20.515785
ID138,-4.757413,-0.408847,-0.62191,-0.007684,1.938097,0.874057,-0.365991,-0.043195,-0.155306,-0.865667,1.121483,1.289519,1.559013,0.212417,-1.007586,-1.645694,7.686089,-4.437109,-11.420502,-9.330876,-0.81721,14.733793
ID139,30.991148,-0.065493,-0.366253,0.060215,1.617335,-0.00571,0.125115,0.264979,-0.9583,0.643285,-1.404574,1.533032,-0.418938,-0.256476,1.101499,4.011449,-3.895255,-11.222787,-2.119002,-1.283662,-5.905817,2.463717
ID140,0.135926,-0.53568,-0.352432,-0.041405,1.674659,0.358079,-0.295537,0.312708,-0.210554,-0.671264,0.322711,1.538549,0.90861,-0.402774,-1.163712,-0.830328,-4.657003,9.690208,10.712029,5.873694,0.070339,-14.474818
ID141,-14.18364,-0.790236,-0.695077,0.189419,1.756733,0.999658,-0.741142,0.129421,-0.320584,-1.391395,0.895248,0.827883,1.914163,-0.371048,-1.549218,-2.925133,0.201552,2.5557,3.610946,0.326021,7.635658,5.65406
ID142,23.243361,-0.357765,-0.412083,-0.121253,1.805836,0.581512,-0.270094,0.035825,-0.55819,-0.814519,0.291289,0.975695,0.996242,-0.40361,-0.502775,2.893405,-8.046304,11.892196,19.690042,16.027746,4.310928,-18.443198
ID143,-4.349635,-0.104748,-0.359407,0.083756,1.665265,0.400804,-0.053108,0.028084,0.420466,0.31708,-0.124333,-0.558175,0.016727,0.30723,0.732272,-3.955584,10.991957,-6.575052,-18.450735,-9.178308,-0.998455,21.592103
ID144,-2.854448,-0.263838,-0.39764,0.099526,1.754204,0.389306,-0.118318,0.024248,-0.207852,-0.349067,0.593994,1.040512,0.597157,0.154913,-0.704876,-0.329507,7.456559,-7.630746,-16.52345,-7.517656,1.050796,19.712354
ID145,38.885273,0.019289,-0.168053,0.17324,1.437013,0.369705,0.115031,0.225318,1.352495,0.024627,0.042501,-2.561689,-0.120957,-0.070785,1.395416,-0.235725,-1.130593,1.15518,22.167152,-5.493177,2.516597,-20.031155
ID146,-12.233348,0.149424,-0.28498,0.108061,1.571468,-0.129489,0.139691,0.17215,-2.837359,0.377819,0.003705,2.047395,-0.153288,0.251107,1.530091,-12.529576,4.667301,-5.855861,-7.308856,-0.935124,0.600538,2.2375
ID147,29.283943,-0.046182,-0.182692,0.175251,1.570688,0.303292,0.135745,0.093363,-1.360654,0.644026,-0.36405,-0.161726,-0.589606,-0.206865,1.018631,-5.604756,-9.185587,-3.794483,26.621196,3.64117,3.856927,-27.70898
ID148,10.466309,-0.309846,-0.273356,0.171176,1.782803,-0.032257,0.226383,0.377754,-1.872619,0.732049,-0.701146,0.507685,-0.29937,0.137303,0.879289,2.170912,0.023686,-8.116582,-13.054507,-1.201007,-2.541112,-6.032859
ID149,37.243748,-0.260711,-0.263209,-0.208548,1.533517,-0.127039,0.076015,0.313311,-3.128287,-0.961278,-0.956117,0.588241,-0.218418,-0.32574,1.23207,13.703511,-1.707277,15.626762,3.0725,4.727186,2.745364,1.779707
ID150,40.068115,0.164494,-0.251013,0.103151,1.116445,0.380324,0.046752,0.476186,0.437924,-0.019709,0.144651,-1.072496,0.017136,0.003524,0.437602,-9.356066,-2.233325,-1.148582,33.579377,3.931277,2.229396,-17.886044
ID151,13.871946,0.043574,-0.173227,-0.069888,1.535816,0.429019,-0.074463,0.242963,0.583635,0.280427,0.074147,-1.993624,-0.535623,-0.000686,1.498562,1.783907,0.117419,-2.212927,-18.212151,-0.079406,-1.603711,10.778051
ID152,0.627475,-0.39804,-0.383409,0.056938,2.08616,0.618174,-0.188772,-0.170547,0.061328,-0.113409,0.304022,0.70371,0.455062,0.000404,-0.144888,1.850901,7.698797,-9.804122,-21.917869,-13.61479,-3.944685,15.334299
ID153,9.643909,-0.550407,-0.265213,0.110659,1.756638,0.552201,-0.232502,0.316613,0.858975,0.729177,-1.016161,-2.12102,-1.217102,0.849783,1.717809,4.934106,-3.154982,3.99293,-5.398583,3.32304,-0.625368,-4.364833
ID154,6.524452,0.319698,-0.586793,0.225431,1.243957,0.073992,0.105168,0.059374,-0.83381,0.337346,-0.140459,0.581765,-0.13773,-0.00548,0.274543,-9.69383,5.079021,-3.413985,4.335328,-2.335362,-0.400505,4.33542
ID155,-4.077783,-0.15286,-0.375552,-0.182159,1.816229,0.016438,-0.04213,0.388495,-2.008211,-0.431874,-1.03906,1.462957,-0.2533,-0.678138,1.600242,-1.244626,-5.641425,0.171075,-12.720053,-1.953039,-1.311377,-3.351094
ID156,10.466309,-0.425065,-0.360883,-0.039897,1.663726,0.36521,-0.241834,0.243662,-0.350916,-0.805036,0.510306,1.951297,1.074921,-0.467194,-1.639351,3.423651,-1.310162,7.949014,3.576043,6.205618,2.574334,-9.526584
ID157,-3.406395,-0.552795,-0.320608,0.09536,1.963449,0.538943,-0.215624,-0.013275,-0.03071,-0.725575,0.757131,1.917059,1.360725,0.196337,-1.678698,-1.467166,1.987663,-1.907891,-0.701587,0.780466,2.811171,9.633076
ID158,-0.135926,-0.363378,-0.315014,0.073504,1.714159,0.000667,0.13202,0.388495,-0.070235,0.001609,-0.001382,-0.089908,0.007933,0.004951,-0.121546,-0.165902,0.021164,0.269964,1.406164,-0.039566,0.081662,1.30953
ID159,6.2526,-0.278964,-0.33047,-0.228466,1.748622,-0.035555,-0.037527,0.417647,0.156585,0.03702,0.182697,-0.090663,0.049832,0.020134,-0.078347,-1.161713,-0.533579,-1.715034,-0.134281,-0.022637,0.027575,0.360009
ID160,-0.815557,-0.537942,-0.359752,-0.037416,1.691121,0.3681,-0.30014,0.299666,-0.215659,-0.707986,0.432874,1.638042,0.998157,-0.405436,-1.32459,-0.420042,-3.418869,9.239597,8.893346,7.111206,1.313504,-12.795776
ID161,-30.767103,-0.387107,-0.24964,0.070133,1.945228,0.416704,-0.066791,-0.023248,-0.315378,0.373447,-0.504486,-1.822817,-0.674457,-0.289232,1.777453,-12.015634,2.756046,-1.015114,-2.61884,-4.289758,-2.815814,5.803247
ID162,7.138827,-0.107914,-0.1935,0.11933,1.838917,0.337913,0.082042,-0.073115,0.005343,-0.16934,0.318821,1.087887,0.331433,0.130288,-0.730623,-0.752032,5.724333,-5.070195,-18.993146,-5.012139,-0.617172,16.326865
ID163,8.971122,-0.140367,-0.366844,0.06052,1.785164,0.551227,-0.006184,0.020481,-0.512348,0.50661,-0.329556,-0.968972,-0.610821,-0.240358,1.240472,0.072836,2.276299,-5.899375,-15.309308,-1.939888,-2.372867,8.958144
ID164,1.902965,-0.261325,-0.249262,-0.029122,1.426913,0.275361,-0.098371,0.349533,0.841676,0.289415,-0.156255,-1.086114,-0.202411,0.485189,0.633419,-11.439305,-9.850575,-0.32463,32.2794,9.98577,-5.256908,-15.238851
ID165,-13.335875,-0.713142,-0.454117,0.271792,1.889716,0.852631,-0.496412,0.115611,0.386209,0.572539,-0.258464,-0.268559,-0.908521,0.222318,0.53964,0.434373,9.581745,-13.915914,-17.582009,-28.233243,-1.249074,20.226245
ID166,-16.558027,-0.584902,-0.643178,0.184832,2.003033,0.902048,-0.416625,-0.057004,-0.500025,-0.709238,0.860122,0.64185,1.285753,0.020468,-0.218914,-2.282843,14.105762,-11.352141,-13.199395,-21.532629,-4.019945,17.587952
ID167,12.330348,-0.24872,-0.354968,-0.062568,1.717997,0.547488,-0.19491,0.180054,0.401107,-0.295156,0.789171,1.450562,0.631702,0.566866,-1.504843,3.64273,2.546089,-0.570014,-11.010027,-2.388438,1.126245,10.451578
ID168,24.874474,0.279328,-0.344545,0.137247,1.17613,0.044838,0.150432,-0.028851,-2.489509,0.07146,0.272857,2.662843,-0.403478,0.42745,1.320232,-6.141606,3.790599,2.723461,12.884507,-2.386031,1.081539,8.788073
ID169,-0.815557,0.361104,-0.295253,0.025343,1.341692,-0.019313,0.096729,0.067813,-1.409515,0.516353,-0.9432,-0.095002,-0.003252,-0.215703,-0.021951,-15.10057,-0.354536,-6.043442,8.34427,-0.711753,-1.479175,4.557728
ID170,26.777439,0.439016,-0.499394,0.078122,1.043083,0.193781,0.095195,-0.0511,-2.058849,0.478326,-0.527248,3.825145,-0.275693,-0.426523,1.57635,-5.736084,-1.186524,-2.441862,5.26125,-0.446536,-3.425951,7.079704
ID171,23.787066,0.184264,-0.394182,0.03059,1.3645,0.04977,0.065275,0.105405,-0.466018,-0.00147,0.016404,0.999233,-0.061051,0.006576,0.613324,-4.593256,-0.088481,1.597618,4.431744,-0.461124,0.013023,3.084232
ID172,41.729309,0.24319,-0.219409,0.098156,1.254141,0.519214,0.016065,0.282857,0.142512,0.329299,-0.358542,-1.839919,-0.277231,-0.491985,1.259241,0.448748,-1.112291,0.567387,7.63092,0.733697,3.437488,-9.302321
ID173,-10.874087,-0.42399,-0.301288,0.133405,1.997881,0.535519,-0.142742,-0.061607,-0.013035,-0.036156,0.295342,0.84847,0.508822,0.248296,-0.33828,-4.599635,5.65181,-8.70614,-17.651198,-10.58094,-2.291431,19.103535
ID174,29.297855,-0.500582,-0.311875,-0.013119,1.821732,0.502595,-0.299246,0.128653,-0.706992,-0.245915,-0.593497,-0.457528,-0.118575,-1.069334,0.604316,2.54476,-8.962736,7.498869,32.078169,18.838111,10.52818,-32.199426
ID175,3.534078,-0.040486,-0.367824,-0.030986,1.623084,0.030481,0.039191,0.271883,1.698096,-0.37711,1.435769,-1.048501,0.278009,0.663329,-0.91763,-9.373446,-5.48449,-9.963781,4.324756,-1.722486,-5.363529,6.238666
ID176,12.641127,-0.302526,-0.365279,-0.242886,1.813747,-0.011617,-0.059775,0.409208,-1.450432,-0.493133,0.037035,1.461238,0.210143,-0.124091,1.356531,4.693498,1.645069,4.301415,-5.73106,0.435493,2.484814,-1.976695
ID177,45.94302,-0.481754,-0.416487,-0.191175,1.888172,0.026083,-0.050569,0.475186,-0.069686,0.092753,1.614739,1.232588,0.749014,0.431662,1.418907,29.169499,10.180139,1.869407,-28.103361,-0.899608,9.118153,-19.561899
ID178,0.318273,-0.405863,-0.397254,-0.047457,1.8015,0.579281,-0.413556,0.20844,0.412342,0.002291,0.698795,1.251365,0.528118,0.889207,-1.17432,1.733245,2.001811,-6.847185,-14.447628,-10.10866,0.37229,15.810694
ID179,8.773388,-0.388207,-0.50077,-0.068851,1.759969,0.722066,-0.472629,0.200768,0.130248,0.902462,-0.807403,-1.793584,-1.807046,0.074332,1.758604,1.532176,0.155797,-0.490132,-4.175203,-1.412695,3.918167,-1.047014
ID180,17.126688,-0.405256,-0.465088,-0.354255,1.801841,-0.038226,-0.137261,0.511243,-0.358761,-0.145112,-0.563802,-0.224957,-0.247082,-0.267373,0.104559,6.951155,3.449801,5.277308,-1.179596,2.19282,3.770722,-2.963403
ID181,-23.243361,-0.410135,-0.215868,0.080249,1.7043,0.373224,-0.150413,0.223017,0.863423,0.378913,-0.255543,-0.728064,-0.683346,1.121986,0.095801,-20.58925,-15.974096,-5.021347,45.757564,20.864116,-5.918386,-28.445346
ID182,6.660378,-0.267434,-0.364619,-0.263778,1.801778,-0.042373,-0.07205,0.444499,-0.048529,0.000034,-0.001754,-0.066428,0.013634,-0.00321,-0.051096,-0.808154,-0.027415,0.104946,0.900576,-0.164036,-0.02966,0.357992
ID183,13.456683,-0.393475,-0.32846,0.055031,1.786761,-0.00037,0.111306,0.396934,-1.222956,0.244837,-0.475783,1.389338,-0.262644,-0.005374,1.247274,6.407203,-1.297899,-1.060227,-6.044413,-0.244883,0.088561,-2.539437
ID184,12.369274,0.359785,-0.342691,-0.092529,1.32369,0.019297,0.025382,0.084691,-0.097272,-0.000033,-0.043769,0.012083,-0.003586,-0.038323,-0.04113,-3.99877,-1.095699,4.783706,3.291019,-0.425848,1.221646,0.773035
ID185,62.390076,-0.290619,-0.397229,-0.171006,1.765084,0.050618,-0.064379,0.396166,2.495176,0.593487,0.952972,-2.784344,0.242304,0.929487,-2.849945,25.257569,-0.15826,10.696656,-18.74228,0.464896,5.255251,-13.249418
ID186,-0.67963,0.361198,-0.352147,0.080509,1.380176,-0.03166,0.115142,0.079321,0.68311,0.12409,-0.515129,-1.570858,0.106566,-0.258952,-0.844048,-13.25126,5.708152,-1.459771,6.008318,-2.482725,-0.50246,4.259844
ID187,19.339485,-0.211744,-0.329333,-0.108152,1.681177,0.62452,-0.223296,0.193864,0.282428,0.711511,-0.584634,-2.056078,-1.169539,-0.031639,1.581233,3.042196,0.07,1.701775,-5.013892,-0.637934,0.905335,-1.91222
ID188,23.379288,0.314891,-0.301191,-0.077795,1.333115,0.025643,0.030752,0.092363,0.535985,0.07996,-0.076543,-0.81586,-0.008146,-0.005989,-0.419602,-4.617954,-0.655149,0.69701,6.553192,-0.074478,-0.029375,3.562148
ID189,8.125573,0.002482,-0.234246,0.169941,1.792327,0.363831,0.125771,-0.10994,0.08264,0.033395,-0.000683,-0.195853,0.020643,0.105831,0.290242,-0.430744,4.160535,-2.588961,-19.689079,-3.14799,-1.500998,13.602011
ID190,3.155935,0.01332,-0.159256,0.048487,1.750167,0.355191,0.048286,-0.024015,-0.088973,0.002832,0.021622,0.228099,0.116325,0.016569,-0.012954,-2.457048,0.36363,-3.866858,-17.803271,-3.976538,-3.385111,15.588786
ID191,8.730785,-0.61349,-0.652854,0.08892,1.690257,0.710662,-0.731169,0.311242,-0.41673,0.745795,-0.257876,-0.750623,-1.312047,-0.346373,0.850758,-0.284003,-21.852326,4.975339,17.321119,27.837989,-0.589264,-23.063462
ID192,38.874863,-0.4302,-0.224976,0.079096,1.679821,-0.088397,0.196463,0.343231,-1.057413,0.250171,-0.484407,-0.459608,-0.032185,-0.005372,0.00744,16.521817,-3.20218,2.41857,-1.203597,1.045711,-0.801061,-2.8866
ID193,42.680794,-0.107348,-0.142731,-0.03932,1.638515,0.299711,0.002255,0.061909,0.060782,-0.45883,0.132967,1.604883,0.511479,0.112587,-2.460813,9.978686,-3.434838,10.830324,17.620633,13.377494,4.079177,-15.1479
ID194,7.068157,-0.376353,-0.32092,-0.204747,1.936207,-0.057704,-0.009142,0.547301,1.446752,0.409086,-0.158223,-0.446642,-0.097222,-0.024301,-0.825283,2.947659,0.473815,2.490578,-9.763611,0.385722,0.448268,-8.763149
ID195,9.912271,-0.442274,-0.268961,0.0816,1.872437,0.458204,-0.167291,0.052703,0.266337,-0.609363,0.696525,1.690934,0.972972,0.003051,-1.922721,6.646703,5.127208,7.469368,-4.224676,-0.044154,2.970674,5.120962
ID196,32.758186,0.007721,-0.21593,-0.088686,1.315952,0.260532,-0.03623,0.268211,-0.746965,-0.14876,-0.265516,0.4449,-0.078797,-0.35678,-0.11685,-5.141367,-8.677309,0.928333,26.192772,6.157268,-5.826846,-17.637485
ID197,9.786678,-0.167234,-0.355511,0.014201,1.662407,0.378059,-0.099139,0.061073,0.076679,-0.411137,0.58128,1.398151,0.864728,0.020037,-1.242269,1.350426,5.142415,-3.080754,-16.064537,-4.4802,2.191901,18.142687
ID198,40.374687,0.212183,-0.260281,0.147762,1.222788,0.519999,0.026805,0.35267,0.464241,0.268782,-0.298218,-2.241718,-0.178291,-0.453086,1.499399,1.525021,-0.329253,0.499945,3.848584,0.562947,3.259373,-7.165128
ID199,15.087796,-0.127099,-0.43763,0.084531,1.486142,0.056022,0.095962,0.217413,0.11228,-0.000017,0.086152,-0.032667,-0.006292,0.001878,-0.008705,2.0053,-0.212537,0.064768,-1.064346,0.186291,-0.199319,1.831116
ID200,7.611861,-0.2743,-0.398551,-0.022304,1.761115,0.462568,-0.218051,0.030386,0.282637,-0.418193,0.76801,1.121441,0.890608,0.069141,-1.054674,3.142137,6.054011,-5.041025,-16.427598,-9.215268,4.417765,17.506508
ID201,38.044357,0.320756,-0.334117,0.285772,1.025998,0.437752,0.129607,0.336559,0.073468,0.172946,-0.066133,-0.114598,-0.356565,0.270176,-0.035726,-15.037272,-4.866277,-8.411719,47.873956,1.194731,1.218832,-29.304992
ID202,19.437431,-0.019123,-0.316804,-0.081,1.510458,-0.000527,0.026916,0.210509,0.024192,0.000041,-0.001248,0.011052,0.000008,-0.001018,-0.004275,0.508366,0.013367,0.236345,-0.541196,-0.040659,0.705618,1.103974
ID203,44.85561,-0.294326,-0.409418,0.103412,1.688963,0.062399,0.161172,0.367781,0.602751,0.003748,-0.299074,-0.039361,-0.209664,-0.109037,-0.342185,12.029735,0.026642,-7.482459,-2.518779,-1.451048,-3.223405,-3.633309
ID204,16.175205,-0.488549,-0.330935,-0.025968,1.72695,0.626091,-0.365224,0.237593,0.228125,-0.201146,0.327647,1.706156,0.852643,0.637015,-1.644073,4.079905,-1.599638,5.244654,6.754278,3.938725,5.892786,-6.062346
ID205,26.026299,-0.13867,-0.168703,0.026433,1.424258,0.475043,-0.059119,0.414044,0.981769,0.144294,-0.131151,-2.1372,-0.172197,-0.16614,0.969826,-4.698271,-0.837989,0.872039,22.551552,3.217177,3.014223,-13.815262
ID206,18.485949,-0.431655,-0.392134,-0.126845,1.63176,0.495495,-0.486438,0.377987,0.033853,-0.004931,0.460236,1.339597,0.729474,0.371134,-1.311876,1.540624,-0.980247,11.029712,13.218606,5.026592,0.674626,-14.256973
ID207,22.020027,-0.209755,-0.327517,-0.130071,1.618497,-0.01457,0.007736,0.320216,-0.302413,-0.087737,0.289813,0.117868,0.065544,0.171413,0.009123,3.844075,1.673794,-1.852216,-1.023576,-0.229559,0.179289,-0.342188
ID208,-1.902965,-0.15759,-0.365941,0.040088,1.678743,0.388584,-0.099139,0.084088,0.347235,0.477467,-0.007176,-1.074498,-0.644769,0.142409,1.046685,-2.977641,8.627166,-4.816158,-16.622636,-11.648145,-1.456722,15.750089
ID209,-4.213709,-0.403663,-0.309267,0.064038,2.089836,0.581889,-0.082134,-0.181287,0.040759,-0.131696,0.284973,0.721128,0.437214,0.018693,-0.190608,-0.467004,5.615759,-8.012089,-20.930265,-11.26491,-6.196827,15.678785
